original,optimized,label
"Lewis and Clark is a state fishing access site located in northeast Montana near the Missouri River. This has a boat launch. Open all season.
",Lewis and Clark is a state fishing access site located in northeast Montana near the Missouri River. This has a boat launch. Open all season.,0
"Not only is it a days travelling for him, it’s like looking a century into the future from where he lives.
","Not only is it a days travelling for him, it’s like looking a century into the future from where he lives.",0
"Love this phone. I still have in that is heavy pain. But custom roms are actually pretty good. There are so much custom roms available.
",Love this phone. I still have in that is heavy pain. But custom roms are actually pretty good. There are so much custom roms available.,0
"I am back from Sar Pass Trek 2016, best trek of my life. Back from touching the feet of Mother Nature.
","I am back from Sar Pass Trek 2016, best trek of my life. Back from touching the feet of Mother Nature.",0
"This video is only FOR MEMBERS ! Become a member to watch and download the HD (1280/720) full length video (7:11 mn). SIGNUP NOW !
",This video is only FOR MEMBERS ! Become a member to watch and download the HD (1280/720) full length video (7:11 mn). SIGNUP NOW !,0
"I realize people like their pets, and will treat them better than they do their own parents or children, but Seriously?
","I realize people like their pets, and will treat them better than they do their own parents or children, but Seriously?",0
"These are the top Travel & Local Apps. The apps are sorted by the popularity in the Netherlands. Last updated on 2019-04-22.
",These are the top Travel & Local Apps. The apps are sorted by the popularity in the Netherlands. Last updated on 2019-04-22.,0
"24. Cast iron contains two elements, which make it difficult to cut it by gas cutting. What are these elements?
","24. Cast iron contains two elements, which make it difficult to cut it by gas cutting. What are these elements?",0
"Old Venus sees a cow jumping over the moon. These things are happening all the time. The children awake when the cow lands in the haystack.
",Old Venus sees a cow jumping over the moon. These things are happening all the time. The children awake when the cow lands in the haystack.,0
"Passover is one of the most important celebrations on the Jewish calendar. This issue explores the holiday’s traditions as well as its fulfillment in the Messiah.
",Passover is one of the most important celebrations on the Jewish calendar. This issue explores the holiday’s traditions as well as its fulfillment in the Messiah.,0
"Can Wrench, Telephone Box Access Tool. An easy-to-use tool that allows access to telephone boxes and pedestals.3/8” and 7/16” hex double end, plastic handle.
","Can Wrench, Telephone Box Access Tool. An easy-to-use tool that allows access to telephone boxes and pedestals.3/8” and 7/16” hex double end, plastic handle.",0
"Individual students can apply for an account here. Instructors can email us for information on getting accounts for your class.
",Individual students can apply for an account here. Instructors can email us for information on getting accounts for your class.,0
"Run a search by name for anyone in Dyer, Arkansas & get free white pages information instantly. Dyer, Arkansas white page directory listings include full name, phone number and address.
","Run a search by name for anyone in Dyer, Arkansas & get free white pages information instantly. Dyer, Arkansas white page directory listings include full name, phone number and address.",0
"Did a quick forum search and this came up in 2017. Here is the link that discuses. Did you have modifier 25 on the E&M?
",Did a quick forum search and this came up in 2017. Here is the link that discuses. Did you have modifier 25 on the E&M?,0
"Figure 21–11. A water source is an imperative part of any garden. This community garden has a clean up sink for gardeners to rinse produce and dirty hands..
",Figure 21–11. A water source is an imperative part of any garden. This community garden has a clean up sink for gardeners to rinse produce and dirty hands..,0
"The content page used for the home page links to home-page.css – you can do this with a Content control that uses the ""PlaceHolderAdditionalPageHead"" ID.
","The content page used for the home page links to home-page.css – you can do this with a Content control that uses the ""PlaceHolderAdditionalPageHead"" ID.",0
"Does anyone actually go on dates anymore? The New York Times says no, we say yes. What do you think?
","Does anyone actually go on dates anymore? The New York Times says no, we say yes. What do you think?",0
"There are currently no comments on MINIONS – Secondo Trailer Ufficiale (HD) “Rispetto! Potere! BANANA!”﻿. Perhaps you would like to add one of your own?
",There are currently no comments on MINIONS – Secondo Trailer Ufficiale (HD) “Rispetto! Potere! BANANA!”﻿. Perhaps you would like to add one of your own?,0
"Stitch can replicate data from all your sources (including Shippo) to a central warehouse. From there, it's easy to use Slemma to perform the in-depth analysis you need.
","Stitch can replicate data from all your sources (including Shippo) to a central warehouse. From there, it's easy to use Slemma to perform the in-depth analysis you need.",0
"What are you waiting for? Start meeting new singles in Dukes for free! Dont pass up on the chance to find the right person in Dukes for you!
",What are you waiting for? Start meeting new singles in Dukes for free! Dont pass up on the chance to find the right person in Dukes for you!,0
"Interested in giving your own tour? SGIA members who would like to participate should contact the Association at sgia@sgia.org, or 888.385.3588 (outside US and Canada: 703.385.1335).
","Interested in giving your own tour? SGIA members who would like to participate should contact the Association at sgia@sgia.org, or 888.385.3588 (outside US and Canada: 703.385.1335).",0
"Transact is a cloud-based self-service app that allows user to customise your own USSD, WhatsApp, and other banking workflows to improve the overall user experience.
","Transact is a cloud-based self-service app that allows user to customise your own USSD, WhatsApp, and other banking workflows to improve the overall user experience.",0
